Time (s),Channel 1 (V),Channel 2 (V)
-0.00053243125,0.6999754996292493,0.06432052479975162
-0.00053230125,0.7030243560954776,0.06533773253118076
-0.00053217125,0.7050569270729633,0.0660158710188002
-0.00053204125,0.7053956889025442,0.06669400950641964
-0.00053191125,0.7070894980504481,0.06601587101880051
-0.00053178125,0.7097995926870951,0.06669400950641934
-0.0005316512499999999,0.713187210982907,0.06703307875022935
-0.0005315212499999999,0.7162360674491348,0.0670330787502298
-0.00053139125,0.7175911147674578,0.06805028648165851
-0.00053126125,0.7192849239153626,0.06974563270070709
-0.00053113125,0.7209787330632672,0.06974563270070709
-0.00053100125,0.7236888276999147,0.07008470194451681
-0.00053087125,0.7253826368478193,0.07008470194451681
-0.00053074125,0.7253826368478193,0.07042377118832638
-0.00053061125,0.7284314933140464,0.0707628404321361
-0.0005304812499999999,0.7321578734394382,0.07008470194451774
-0.00053035125,0.732496635269019,0.07211911740737512
-0.00053022125,0.737239300883152,0.07110190967594597
-0.00053009125,0.7369005390535711,0.07313632513880428
-0.00052996125,0.7392718718606377,0.07347539438261398
-0.00052983125,0.7396106336902186,0.07415353287023342
-0.00052970125,0.740626919178961,0.07415353287023342
-0.00052957125,0.7440145374747692,0.07347539438261429
-0.0005294412499999999,0.7474021557705812,0.07381446362642416
-0.00052931125,0.7497734885776473,0.07483167135785364
-0.00052918125,0.7511285358959704,0.07652701757690145
-0.00052905125,0.7521448213847132,0.07686608682071117
-0.00052892125,0.7541773923621987,0.07822236379595003
-0.00052879125,0.7565487251692653,0.07822236379595003
-0.00052866125,0.7575650106580076,0.0785614330397596
-0.00052853125,0.7595975816354928,0.07822236379595018
-0.0005284012499999999,0.7616301526129806,0.07822236379595034
-0.0005282712499999999,0.7646790090792077,0.07890050228356962
-0.00052814125,0.7646790090792077,0.07923957152737919
-0.00052801125,0.7670503418862743,0.08059584850261806
-0.00052788125,0.7677278655454362,0.08093491774642778
-0.00052775125,0.7707767220116646,0.08025677925880834
-0.00052762125,0.773825578477893,0.08025677925880834
-0.00052749125,0.7755193876257969,0.08296933320928485
-0.0005273612499999999,0.7775519586032831,0.08059584850261836
-0.0005272312499999999,0.7772131967737034,0.08127398699023719
-0.00052710125,0.7795845295807688,0.08059584850261806
-0.00052697125,0.7809395768990925,0.08263026396547636
-0.00052684125,0.7826333860469973,0.08364747169690552
-0.00052671125,0.7829721478765782,0.08432561018452495
-0.00052658125,0.7846659570244828,0.08466467942833467
-0.00052645125,0.7866985280019676,0.08398654094071553
-0.00052632125,0.7894086226386148,0.08364747169690567
-0.0005261912499999999,0.7921187172752646,0.08398654094071553
-0.00052606125,0.7948288119119113,0.0846646794283356
-0.00052593125,0.7958450974006537,0.08669909489119297
-0.00052580125,0.7988939538668821,0.08737723337881241
-0.00052567125,0.8009265248443677,0.08771630262262213
-0.00052554125,0.8022815721626915,0.08703816413500269
-0.00052541125,0.8032978576514338,0.08636002564738356
-0.00052528125,0.8032978576514342,0.08737723337881195
-0.0005251512499999999,0.8046529049697586,0.08805537186643139
-0.0005250212499999999,0.8060079522880826,0.08703816413500239
-0.00052489125,0.8080405232655673,0.08636002564738325
-0.00052476125,0.8090568087543102,0.08703816413500269
-0.00052463125,0.810073094243053,0.08873351035405128
-0.00052450125,0.8134607125388623,0.08873351035405128
-0.00052437125,0.8148157598571854,0.08975071808547998
-0.00052424125,0.8171870926642515,0.08975071808548044
-0.0005241112499999999,0.8182033781529965,0.09110699506071961
-0.0005239812499999999,0.8205747109600633,0.09178513354833874
-0.00052385125,0.8236235674262903,0.09178513354833874
-0.00052372125,0.8259949002333569,0.09212420279214846
-0.00052359125,0.8283662330404234,0.09212420279214846
-0.00052346125,0.8293825185291662,0.09212420279214846
-0.00052333125,0.8314150895066518,0.09280234127976789
-0.00052320125,0.8337864223137172,0.09314141052357745
-0.00052307125,0.8334476604841375,0.09381954901119674
-0.0005229412499999999,0.8348027078024619,0.09381954901119705
-0.00052281125,0.8364965169503659,0.09381954901119705
-0.00052268125,0.8368352787799468,0.09381954901119705
-0.00052255125,0.8375128024391086,0.09381954901119705
-0.00052242125,0.8402228970757561,0.09483675674262619
-0.00052229125,0.8419167062236608,0.09551489523024563
-0.00052216125,0.8442880390307262,0.09551489523024563
-0.00052203125,0.8466593718377927,0.09619303371786476
-0.0005219012499999999,0.8476756573265374,0.09619303371786492
-0.00052177125,0.849369466474442,0.09585396447405628
-0.00052164125,0.850724513792765,0.09788837993691366
-0.00052151125,0.850724513792765,0.09721024144929422
-0.00052138125,0.8530958465998316,0.09822744918072338
-0.00052125125,0.8541121320885744,0.09856651842453309
-0.00052112125,0.8561447030660592,0.09788837993691396
-0.00052099125,0.8578385122139639,0.09788837993691366
-0.0005208612499999999,0.8608873686801934,0.0989055876683428
-0.0005207312499999999,0.8615648923393551,0.09890558766834295
-0.00052060125,0.8619036541689359,0.09924465691215252
-0.00052047125,0.8639362251464215,0.0989055876683428
-0.00052034125,0.8659687961239071,0.09788837993691366
